"AthleteID","FirstName","LastName","DateOfBirth","Gender","Country"
2858,"F¨¦lix","Balyu",1891/8/5 0:00:00,,"BEL"
2859,"Fabio","Bencivenga",1976/1/20 0:00:00,,"ITA"
2860,"Yelena","Bechke",1966/1/7 0:00:00,,"URS"
2861,"Wolfgang","Bartels",1940/7/14 0:00:00,"Male","FRG"
2862,"Kurt","Behrens",1884/11/26 0:00:00,"Male","GER"
2863,"Charles","Borah",1906/11/11 0:00:00,"Male","USA"
2864,"Micah","Boyd",1982/4/6 0:00:00,"Male","USA"
2865,"Richard","Budgett",1959/3/20 0:00:00,"Male","GBR"
2866,"Jasper","Blackall",1920/7/20 0:00:00,,"GBR"
2867,"Gustav","Bauer",1884/4/4 0:00:00,,"USA"
2868,"Mithat","Bayrak",1929/3/3 0:00:00,,"TUR"
2869,"James","Brady",1963/6/27 0:00:00,,"USA"
2870,"Sergio","Bertoni",1915/9/23 0:00:00,,"ITA"
2871,"Guido","Bernardi",1921/9/21 0:00:00,"Male","ITA"
2872,"Olga","Bondarenko",1960/6/2 0:00:00,"Female","URS"
2873,"Yanet","Bermoy",,"Female","CUB"
2874,"Benjamin","Boukpeti",,"Male","TOG"
2875,"Beniamino","Bonomi",1968/3/9 0:00:00,"Male","ITA"
2876,"Andrew","Byrnes",1983/5/22 0:00:00,"Male","CAN"
2877,"Robert","Benson",1894/5/18 0:00:00,,"CAN"
2878,"Ramona","Balthasar",1964/1/9 0:00:00,"Female","GDR"
2879,"Lindsay","Burns",1965/1/6 0:00:00,"Female","USA"
2880,"Fyodor","Bogdanovsky",1930/4/16 0:00:00,,"URS"
2881,"Ron","Brown",1961/3/31 0:00:00,"Male","USA"
2882,"Roland","Br¨¹ckner",1955/12/14 0:00:00,,"GDR"
2883,"Randall","Bartz",1968/10/7 0:00:00,"Male","USA"
2884,"Tanith","Belbin",1984/7/11 0:00:00,,"USA"
2885,"Ronald","Boudrie",1960/4/6 0:00:00,"Male","NED"
2886,"Harro","Bode",1951/2/20 0:00:00,"Male","FRG"
2887,"Adriana","Behar",1969/2/14 0:00:00,"Female","BRA"
2888,"Mira","Bjedo",1955/9/7 0:00:00,"Female","YUG"
2889,"Mark","Breland",1963/5/11 0:00:00,,"USA"
2890,"Donald","Burgess",1933/2/8 0:00:00,"Male","GBR"
2891,"Elizabeth","Becker-Pinkston",1903/3/6 0:00:00,"Female","USA"
2892,"Juris","Berzins",1954/3/8 0:00:00,"Male","URS"
2893,"Pavel","Bashkin",1978/9/1 0:00:00,"Male","RUS"
2894,"Maurice","Bouton",1892/2/24 0:00:00,"Male","FRA"
2895,"Jaap Derk","Buma",1972/8/27 0:00:00,"Male","NED"
2896,"Louis","Br¨¦guet",,,"FRA"
2897,"Theodore","Bruce",1923/7/28 0:00:00,"Male","AUS"
2898,"Benjamin","Bradshaw",1879/8/15 0:00:00,,"USA"
2899,"Petre","Becheru",1960/5/16 0:00:00,,"ROM"
2900,"Steve","Bauer",1959/6/12 0:00:00,"Male","CAN"
2901,"Antal","Bolv¨¢ri",1932/5/6 0:00:00,,"HUN"
2902,"Vyacheslav","Butsayev",1970/6/13 0:00:00,,"URS"
2903,"Sandy","Brondello",1968/8/20 0:00:00,"Female","AUS"
2904,"Jacob","Bulder",1896/9/27 0:00:00,,"NED"
2905,"Myriam","Baverel",1981/1/14 0:00:00,"Female","FRA"
2906,"W","Brennaugh",,,"CAN"
2907,"Zhang","Bing",1969/1/6 0:00:00,"Male","CHN"
2908,"Dae-Du","Bang",1954/10/14 0:00:00,,"KOR"
2909,"Jon","Beare",1974/5/10 0:00:00,"Male","CAN"
2910,"Viktor","Borshch",1948/9/9 0:00:00,"Male","URS"
2911,"Arthur","Bloomfeld",,,"GER"
2912,"Lyudmila","Buldakova",1938/5/25 0:00:00,"Female","URS"
2913,"Bernard","Bregeon",1962/7/6 0:00:00,"Male","FRA"
2914,"Vincent","Boryla",1927/3/11 0:00:00,"Male","USA"
2915,"Deidre","Barry",1972/10/8 0:00:00,"Female","USA"
2916,"Hans-J?rg","Bliesener",1966/4/6 0:00:00,"Male","GDR"
2917,"Hans-J¨¹rgen","B?umler",1942/1/28 0:00:00,,"FRG"
2918,"Heinz-J¨¹rgen","Bothe",1941/11/5 0:00:00,"Male","GDR"
2919,"lulia","Bobeica",1967/7/3 0:00:00,"Female","ROM"
2920,"Hans","B¨¹hler",1893/4/12 0:00:00,,"SUI"
2921,"Robin","Bell",,"Male","AUS"
2922,"Esper","Beloselsky",,,"RUS"
2923,"Dmitry","Berestov",1980/6/13 0:00:00,,"RUS"
2924,"Alison","Bartosik",1983/4/20 0:00:00,"Female","USA"
2925,"Nicole","Brandebusemeyer",1974/10/9 0:00:00,"Female","GER"
2926,"Oleksandr","Beresh",1977/10/12 0:00:00,"Male","UKR"
2927,"Jacob","Bj?rnstr?m",1881/12/14 0:00:00,,"FIN"
2928,"Chris","Baillieu",1949/12/12 0:00:00,"Male","GBR"
2929,"Jean","Boudehen",1939/1/11 0:00:00,"Male","FRA"
2930,"Vesna","Bajkusa",1970/5/21 0:00:00,"Female","YUG"
2931,"Victoria","Bullett",1967/10/4 0:00:00,"Female","USA"
2932,"Daniel","Becke",1978/3/12 0:00:00,"Male","GER"
2933,"Albert","Bogen",1882/4/8 0:00:00,,"AUT"
2934,"Dmitry","Bilozerchev",1966/12/26 0:00:00,"Male","URS"
2935,"Chris","Brasher",1928/8/21 0:00:00,"Male","GBR"
2936,"Alexandre","Bioussa",1901/3/17 0:00:00,,"FRA"
2937,"John","Buerger",1870/9/19 0:00:00,"Male","USA"
2938,"Nils","Bj?rkl?f",1921/4/13 0:00:00,"Male","FIN"
2939,"Krisztian","Bartfai",1974/7/16 0:00:00,"Male","HUN"
2940,"Rudi","Ball",1910/3/27 0:00:00,,"GER"
2941,"Patrice","Bailly-Salins",1964/6/21 0:00:00,"Male","FRA"
2942,"Frank","Beaurepaire",1891/5/13 0:00:00,"Male","ANZ"
2943,"Nicolaas","Bouvy",1892/7/11 0:00:00,,"NED"
2944,"Alana","Blahoski",1974/4/29 0:00:00,"Female","USA"
2945,"Wilhelm","Brinkmann",1910/10/25 0:00:00,"Male","GER"
2946,"Rudolf","Binding",1867/8/13 0:00:00,,"GER"
2947,"Vladimir","Belyakov",1918/1/2 0:00:00,,"URS"
2948,"Vladimir","Belyaev",1944/12/7 0:00:00,"Male","URS"
2949,"Vladimir","Belyaev",1940/9/24 0:00:00,,"URS"
2950,"Heinrich","Burger",1881/5/31 0:00:00,,"GER"
2951,"Leon","Birkholc",1904/7/7 0:00:00,"Male","POL"
2952,"Annett","B?hm",1980/1/8 0:00:00,"Female","GER"
2953,"Fr¨¦d¨¦ric","Blackburn",1972/12/21 0:00:00,"Male","CAN"
2954,"Valery","Belenky",1969/9/5 0:00:00,"Male","URS"
2955,"Maritta","Bauerschmidt",1950/3/23 0:00:00,"Female","GDR"
2956,"Paul","Barber",1955/5/21 0:00:00,"Male","GBR"
2957,"Imants","Bodnieks",1941/5/20 0:00:00,,"URS"
2958,"Jakob","Brendel",1907/9/18 0:00:00,,"GER"
2959,,"Bebeto",1964/2/16 0:00:00,"Male","BRA"
2960,"Stefano","Bellone",1955/4/23 0:00:00,,"ITA"
2961,"Erik","Bladstr?m",1918/3/29 0:00:00,"Male","SWE"
2962,"Tina","Bachmann",1978/8/1 0:00:00,"Female","GER"
2963,"Pierre","Brunet",1908/2/27 0:00:00,"Male","FRA"
2964,"Pierre","Brunet",1902/6/28 0:00:00,,"FRA"
2965,"Anatoly","Bashashkin",1924/2/23 0:00:00,,"URS"
2966,"Adrian","Burnside",1977/3/15 0:00:00,,"AUS"
2967,"Isabelle","Blanc",1975/7/25 0:00:00,"Female","FRA"
2968,"John","Burt",,"Male","GBR"
2969,"Percy","Bryant",1897/6/12 0:00:00,,"USA"
2970,"Velikton","Barannikov",1938/7/14 0:00:00,,"URS"
2971,"Donald","Behm",1945/2/13 0:00:00,,"USA"
2972,"Jordanka","Blagoeva",1947/1/19 0:00:00,"Female","BUL"
2973,"Jens","Bojsen-M?ller",1966/6/8 0:00:00,,"DEN"
2974,"Ulrika","Bergman",1975/6/11 0:00:00,"Female","SWE"
2975,"T","Bouckaert",,,"BEL"
2976,"Rasmus","Birkeland",1888/4/14 0:00:00,,"NOR"
2977,"Eilert","B?hm",1900/7/17 0:00:00,,"NOR"
2978,"Erik","Bostr?m",1869/8/23 0:00:00,,"SWE"
2979,"Lorenzo","Bernardi",1968/8/11 0:00:00,"Male","ITA"
2980,,"Breno",1989/10/13 0:00:00,"Male","BRA"
2981,,"B¨¢rbara",1988/7/4 0:00:00,"Female","BRA"
2982,"Young-Chul","Cha",1959/7/28 0:00:00,,"KOR"
2983,"Alberto","Cova",1958/12/1 0:00:00,"Male","ITA"
2984,"Gordon","Carpenter",1919/9/24 0:00:00,"Male","USA"
2985,"Min-Sun","Cho",1972/3/21 0:00:00,"Female","KOR"
2986,"Fran?ois","Coninck",1902/8/9 0:00:00,"Male","BEL"
2987,"Zolt¨¢n","Czibor",1929/8/23 0:00:00,,"HUN"
2988,"Frank","Castleman",1877/3/17 0:00:00,"Male","USA"
2989,"Eunk-Yunk","Chang",1951/5/26 0:00:00,"Male","KOR"
2990,"Eun-Jung","Chang",1970/8/18 0:00:00,"Female","KOR"
2991,"Alfredo","Carricaberry",1900/10/8 0:00:00,,"ARG"
2992,"June","Croft",1963/6/17 0:00:00,"Female","GBR"
2993,"Bob","Clark",1913/1/28 0:00:00,"Male","USA"
2994,"Tamara","Crow",1977/2/3 0:00:00,"Female","USA"
2995,"Carolyn","Crudgington",1968/8/18 0:00:00,"Female","AUS"
2996,"Bryan","Clay",1980/1/3 0:00:00,"Male","USA"
2997,"Burkhard","Cordes",1939/5/15 0:00:00,,"BRA"
2998,"Roberto","Chiacig",1974/12/1 0:00:00,"Male","ITA"
2999,"Luisa","Cervera",1964/6/4 0:00:00,"Female","PER"
3000,"Nadine","Capellmann",1965/7/9 0:00:00,,"GER"
3001,"Yury","Chesnokov",1933/1/22 0:00:00,"Male","URS"
3002,"Ricardo","Carreras",1949/12/8 0:00:00,,"USA"
3003,"S?ren","Christensen",1884/10/30 0:00:00,,"DEN"
3004,"Ethel","Catherwood",1910/5/2 0:00:00,"Female","CAN"
3005,"Robert","Chef d'h?tel",1922/2/2 0:00:00,"Male","FRA"
3006,"Chandra","Cheeseborough",1959/1/10 0:00:00,"Female","USA"
3007,"Julian","Creus",1917/6/30 0:00:00,,"GBR"
3008,"Owen","Churchill",1896/3/8 0:00:00,,"USA"
3009,"Sergey","Chepikov",1967/1/30 0:00:00,"Male","RUS"
3010,"G?sta","Carlsson",1906/2/2 0:00:00,"Male","SWE"
3011,"Alexander","Cudmore",,,"USA"
3012,"Yunaika","Crawford",1982/11/2 0:00:00,"Female","CUB"
3013,"Ren¨¦","Chocat",1920/11/28 0:00:00,"Male","FRA"
3014,"Leslie","Claudius",1927/3/25 0:00:00,"Male","IND"
3015,"Denise","Curry",1959/8/22 0:00:00,"Female","USA"
3016,"Revaz","Chelebadze",1955/10/2 0:00:00,,"URS"
3017,"Patric","Cubaynes",1956/5/6 0:00:00,,"FRA"
3018,"Gregory","Corbitt",1971/9/2 0:00:00,"Male","AUS"
3019,"Helmut","C?mmerer",1911/5/5 0:00:00,"Male","GER"
3020,"Amy","Chow",1978/5/15 0:00:00,"Female","USA"
3021,"Cormic","Cosgrove",,,"USA"
3022,"Martin","Cross",1957/7/21 0:00:00,"Male","GBR"
3023,"Igor","Cassina",1977/8/15 0:00:00,,"ITA"
3024,"Bart","Conner",1958/3/28 0:00:00,,"USA"
3025,"Barbara","Clark",1958/9/24 0:00:00,"Female","CAN"
3026,"Marie","Corridon",1930/2/5 0:00:00,"Female","USA"
3027,"Paolo","Caldarella",1964/9/20 0:00:00,,"ITA"
3028,"Walter","Carmona",1957/6/21 0:00:00,"Male","BRA"
3029,"Daniel","Carroll",1892/2/17 0:00:00,,"ANZ"
3030,"Augustus","Cootmans",,,"BEL"
3031,"Thomas","Cooke",,,"USA"
3032,"John","Cotton",1970/10/30 0:00:00,,"USA"
3033,"Danko","Cvjeticanin",1963/10/16 0:00:00,"Male","CRO"
3034,"Roland","Collombin",1951/2/17 0:00:00,"Male","SUI"
3035,"Andrey","Chemerkin",1972/2/17 0:00:00,,"RUS"
3036,"Zareck","Couyoumdzian",,,"TUR"
3037,"Elena","Chalamova",1982/7/4 0:00:00,,"RUS"
3038,"Attilio","Calatroni",1950/7/18 0:00:00,"Male","ITA"
3039,"Wen-Chung","Chang",1968/4/17 0:00:00,,"TPE"
3040,"Galina","Cistjakova",1962/7/26 0:00:00,"Female","URS"
3041,"Karen","Cockburn",1979/10/2 0:00:00,"Female","CAN"
3042,"Julio","Curatella",1911/2/27 0:00:00,"Male","ARG"
3043,"Marjorie","Clark",1909/11/6 0:00:00,"Female","SAF"
3044,"Florenta","Craciunescu",1955/5/7 0:00:00,"Female","ROM"
3045,"Umberto","Caligaris",1901/7/26 0:00:00,,"ITA"
3046,"Erwin","Casmir",1895/12/2 0:00:00,,"GER"
3047,"Hendrik","Cornelisse",1940/11/16 0:00:00,"Male","NED"
3048,"Eldece","Clark",1965/2/13 0:00:00,"Female","BAH"
3049,"Donovan","Cech",1974/5/2 0:00:00,"Male","RSA"
3050,"Youn-Jeong","Cho",1969/9/29 0:00:00,"Female","KOR"
3051,"George","Cattanach",,,"CAN"
3052,"G¨¦za","Csap¨®",1950/12/29 0:00:00,"Male","HUN"
3053,"Pablo","Contreras",1978/9/11 0:00:00,"Male","CHI"
3054,"Vlado","Capljic",1962/3/22 0:00:00,,"YUG"
3055,"Maurice","Christie",1902/11/26 0:00:00,"Male","AUS"
3056,"Ion","Cernea",1936/10/21 0:00:00,,"ROM"
3057,"Gy?rgy","Cs¨¢nyi",1922/3/7 0:00:00,"Male","HUN"
3058,"Josef","Cerny",1939/9/18 0:00:00,,"CZE"
3059,"Edmond","Crahay",1883/9/2 0:00:00,,"BEL"
3060,"Yaw-Teing","Chang",1965/3/28 0:00:00,,"TPE"
3061,"John","Clawson",1944/5/15 0:00:00,"Male","USA"
3062,"Albert","Costa",1975/6/25 0:00:00,"Male","ESP"
3063,"Steen","Christensen",1941/11/1 0:00:00,,"DEN"
3064,"Qi","Chen",1984/4/15 0:00:00,"Male","CHN"
3065,"Alain","Calmat",1940/8/31 0:00:00,"Male","FRA"
3066,"V¨¦ronique","Claudel",1966/12/22 0:00:00,"Female","FRA"
3067,"Michelle","Chandler",1974/7/16 0:00:00,"Female","AUS"
3068,"Tatiana","Chernova",,"Female","RUS"
3069,"Giovanni","Carminucci",1939/11/14 0:00:00,,"ITA"
3070,"Robert","Coleman",,,"GBR"
3071,"Jolanda","Ceplak",1976/9/12 0:00:00,"Female","SLO"
3072,"Valdemaras","Chomicius",1959/5/4 0:00:00,"Male","LTU"
3073,"Joel","Casamayor",1971/7/12 0:00:00,,"CUB"
3074,"Stephanie","Cook",1972/2/7 0:00:00,"Female","GBR"
3075,"Naomi","Castle",1974/5/29 0:00:00,"Female","AUS"
3076,"Jessie","Cross",1909/4/14 0:00:00,"Female","USA"
3077,"Gerd","Cintl",1938/12/11 0:00:00,"Male","FRG"
3078,"Annemarie","Cox",1966/7/22 0:00:00,"Female","NED"
3079,"Donald","Cohan",1930/2/24 0:00:00,,"USA"
3080,"Charles","Courant",1896/4/14 0:00:00,,"SUI"
3081,"Francesca","Conti",1972/5/21 0:00:00,"Female","ITA"
3082,"Lauren","Cheney",1987/9/30 0:00:00,"Female","USA"
3083,"Chang-Sun","Chang",1942/6/12 0:00:00,,"KOR"
3084,"Isabelle","Charest",1971/1/3 0:00:00,"Female","CAN"
3085,"Arthur","Carnell",1862/3/21 0:00:00,,"GBR"
3086,"Ana Paula","Connelly",1972/2/13 0:00:00,"Female","BRA"
3087,"Nuria","Cabanillas",1980/8/9 0:00:00,,"ESP"
3088,"Jean","Ces",,,"FRA"
3089,"Giulio","Cacciandra",1884/7/15 0:00:00,,"ITA"
3090,"Sofia","Corban",1956/8/1 0:00:00,"Female","ROM"
3091,"Attila","Czene",1974/6/20 0:00:00,"Male","HUN"
3092,"Charles","Chapman",1911/4/21 0:00:00,"Male","CAN"
3093,"Antonella","Confortola",1975/10/16 0:00:00,"Female","ITA"
3094,"Santi","Ceccherini",1863/11/15 0:00:00,,"ITA"
3095,"Anselmo","Citterio",1927/3/19 0:00:00,"Male","ITA"
3096,"George","Cooke",1883/2/17 0:00:00,,"USA"
3097,"Albert","Coray",,"Male","FRA"
3098,"Eun-Jung","Cho",,"Female","KOR"
3099,"Auguste","Cavadini",,,"FRA"
3100,"Tang","Chunling",1976/6/24 0:00:00,"Female","CHN"
3101,"H¨¦l¨¨ne","Cortin",1972/2/7 0:00:00,"Female","FRA"
3102,"Robert","Craig",1881/9/1 0:00:00,,"ANZ"
3103,"Pierre","Chibert",,"Male","BEL"
3104,"John","Cookman",1909/9/2 0:00:00,,"USA"
3105,"Laszlo","Cseh",1985/12/3 0:00:00,"Male","HUN"
3106,"Eug¨¨ne","Constant",1901/1/8 0:00:00,"Male","FRA"
3107,"Ioanna","Chatziioannou",1973/10/22 0:00:00,"Female","GRE"
3108,"Carmelo","Camet",,,"ARG"
3109,"Charles","Chandler",1911/7/22 0:00:00,"Male","USA"
3110,"Ji-Hoon","Chae",1974/3/5 0:00:00,"Male","KOR"
3111,"Stefano","Cerioni",1964/1/24 0:00:00,"Male","ITA"
3112,"Ed","Cook",1889/11/27 0:00:00,"Male","USA"
3113,"Fabian","Cancellara",,"Male","SUI"
3114,"Roman","Cechmanek",1971/3/2 0:00:00,"Male","CZR"
3115,"Levi","Casey",1902/10/19 0:00:00,"Male","USA"
3116,"Dalia","ContrerasRivero",,"Female","VEN"
3117,"Simion","Cuciuc",1941/7/4 0:00:00,"Male","ROM"
3118,"Glenn","Cunningham",1909/8/4 0:00:00,"Male","USA"
3119,"Vince","Carter",1977/1/26 0:00:00,"Male","USA"
3120,"Pedro","Chapp¨¦",1945/8/16 0:00:00,"Male","CUB"
3121,"In-Chul","Cho",1976/3/4 0:00:00,"Male","KOR"
3122,"Antonio","Campolo",1897/2/7 0:00:00,,"URU"
3123,"Keith","Christiansen",1944/7/14 0:00:00,,"USA"
3124,"Paola","Cacchi-Pigni",1945/12/30 0:00:00,"Female","ITA"
3125,"Ivor","Campbell",1898/1/11 0:00:00,"Male","CAN"
3126,"Marina","Cherkasova",1964/11/17 0:00:00,,"URS"
3127,"Douglas","Cadwallader",,,"USA"
3128,"Ian","Cooke",1952/3/6 0:00:00,"Male","AUS"
3129,"Magnus","Cato",1967/6/30 0:00:00,"Male","SWE"
3130,"Cesar","CieloFilho",,"Male","BRA"
3131,"William","Carlucci",1967/6/3 0:00:00,"Male","USA"
3132,"Roberto","Cammarelle",1980/7/30 0:00:00,,"ITA"
3133,"Terrance","Cauthen",1976/5/14 0:00:00,,"USA"
3134,"Vladim¨ªr","Caldr",1958/11/26 0:00:00,,"CZE"
3135,"Michael","Carter",1960/10/29 0:00:00,"Male","USA"
3136,"Janina","Conceicao",1972/10/25 0:00:00,"Female","BRA"
3137,"Leslie","Cliff",1955/3/11 0:00:00,"Female","CAN"
3138,"Pete","Cipollone",1971/2/5 0:00:00,"Male","USA"
3139,"Dragutin","Cermak",1944/10/12 0:00:00,"Male","YUG"
3140,"Chika","Chukwumerije",,"Male","NGR"
3141,"Con","Cochran",1902/1/20 0:00:00,"Male","USA"
3142,"Olena","Cherevatova",1970/3/17 0:00:00,"Female","UKR"
3143,"Na","Chao",1980/3/13 0:00:00,"Female","CHN"
3144,"Miguelina","Cobi¨¢n",1941/12/13 0:00:00,"Female","CUB"
3145,"Fritze","Carstensen-Nathansen",1925/7/18 0:00:00,"Female","DEN"
3146,"J¨¹rgen","Colombo",1949/9/2 0:00:00,"Male","FRG"
3147,"Carin","Cone",1940/4/18 0:00:00,"Female","USA"
3148,"Mark","Crear",1968/10/2 0:00:00,"Male","USA"
3149,"Alexandru","Chiculita",1961/2/3 0:00:00,,"ROM"
3150,"Cecil","Cooke",1923/5/31 0:00:00,,"BAH"
3151,"Joe","Caldwell",1941/11/1 0:00:00,"Male","USA"
3152,"Irving","Calkins",1875/10/31 0:00:00,,"USA"
3153,"Per","Carl¨¦n",1960/11/19 0:00:00,"Male","SWE"
3154,"Thomas","Cronan",,"Male","USA"
3155,"Fernand","Canteloube",,"Male","FRA"
3156,"Francisco","Caba?as",1912/1/22 0:00:00,,"MEX"
3157,"Harry","Chamberlin",1887/5/19 0:00:00,,"USA"
3158,"Vincenzo","Cuccia",1892/3/20 0:00:00,,"ITA"
3159,"Austin","Clapp",1910/11/8 0:00:00,"Male","USA"
3160,"Javier","Conte",1975/9/7 0:00:00,"Male","ARG"
3161,"Annelise","Coberger",1971/9/16 0:00:00,"Female","NZL"
3162,"Hoon","Chung",1969/4/29 0:00:00,"Male","KOR"
3163,"Sandra","Chick",1947/6/2 0:00:00,"Female","ZIM"
3164,"Mark","Covell",1967/11/7 0:00:00,,"GBR"
3165,"Edwin","Charnaud",,,"FRA"
3166,"V¨¢clav","Chalupa",1967/12/7 0:00:00,"Male","CZE"
3167,"Petr","Cajanek",1975/8/17 0:00:00,"Male","CZR"
3168,"Raymond","Coulter",1901/9/24 0:00:00,,"USA"
3169,"He","Chong",,"Male","CHN"
3170,"Xuedi","Cong",1963/5/13 0:00:00,"Female","CHN"
3171,"Agafia","Constantin-Buhaev",1955/4/19 0:00:00,"Female","ROM"
3172,"Clarence","Childs",1884/7/24 0:00:00,"Male","USA"
3173,"Adriana","Carmona",1972/12/3 0:00:00,"Female","VEN"
3174,"Zlatko","Celent",1952/7/10 0:00:00,"Male","YUG"
3175,"Ed","Coode",1975/6/19 0:00:00,"Male","GBR"
3176,"Alva","Colqhoun",1942/3/30 0:00:00,"Female","AUS"
3177,"Chris","Cavanaugh",1962/7/1 0:00:00,"Male","USA"
3178,"Gustaf","Carlson",1894/7/22 0:00:00,,"SWE"
3179,"Hamish","Carter",1971/4/28 0:00:00,"Male","NZL"
3180,"Ettore","Caffaratti",1886/5/12 0:00:00,,"ITA"
3181,"Aida","Chanaeva",1900/1/1 0:00:00,"Female","RUS"
3182,"Nina","Cheremisina",1946/12/14 0:00:00,"Female","URS"
3183,"Chol-Su","Choi",1969/12/1 0:00:00,,"PRK"
3184,"Kim","Cooper",1965/10/26 0:00:00,"Female","AUS"
3185,"Robin","Croker",1954/5/10 0:00:00,"Male","GBR"
3186,"Rudolf","Cvetko",1880/11/17 0:00:00,,"AUT"
3187,"Andrzej","Cofalik",,,"POL"
3188,"Steve","Calder",1957/12/1 0:00:00,,"CAN"
3189,"Alex","Corretja",1974/4/11 0:00:00,"Male","ESP"
3190,"Sandy","Cowan",,,"CAN"
3191,"Nate","Cartmell",1883/1/13 0:00:00,"Male","USA"
3192,"Luigi","Costigliolo",1892/4/24 0:00:00,,"ITA"
3193,"James","Cracknell",1972/5/5 0:00:00,"Male","GBR"
3194,"Jo?l","Chenal",1973/10/10 0:00:00,"Male","FRA"
3195,"Chad","Carvin",1974/4/13 0:00:00,"Male","USA"
3196,"Jacky","Courtillat",1943/1/8 0:00:00,"Male","FRA"
3197,"Sun-Gil","Chang",1946/6/19 0:00:00,,"KOR"
3198,"Abraham","Charit¨¦",1917/8/25 0:00:00,,"NED"
3199,"Albert","Castelyns",1917/5/2 0:00:00,,"BEL"
3200,"Viktor","Chukarin",1921/11/9 0:00:00,"Male","URS"
3201,"Arnold","Chernushevich",1933/1/15 0:00:00,,"URS"
3202,"Gilbert","Colgate",1899/12/21 0:00:00,,"USA"
3203,"Erik","Christiansen",1956/9/20 0:00:00,"Male","DEN"
3204,"Carlos","Castano",1979/5/7 0:00:00,"Male","ESP"
3205,"Earnest","Cullen",1912/7/15 0:00:00,"Male","BIN"
3206,"Fabio","Carta",1977/11/6 0:00:00,"Male","ITA"
3207,"Oszk¨¢r","Csuvik",1925/3/28 0:00:00,,"HUN"
3208,"Jose","Cardozo",1971/3/14 0:00:00,"Male","PAR"
3209,"Harvey","Charters",1912/5/8 0:00:00,"Male","CAN"
3210,"Carl","Cain",1934/8/2 0:00:00,"Male","USA"
3211,"Henri","Copponex",1907/9/25 0:00:00,,"SUI"
3212,"Mianying","Cao",1967/8/12 0:00:00,"Female","CHN"
3213,"Larry","Cain",1963/1/9 0:00:00,"Male","CAN"
3214,"Bruno","Cipolla",1952/12/24 0:00:00,"Male","ITA"
3215,"Steve","Cram",1960/10/14 0:00:00,"Male","GBR"
3216,"G¨¢bor","Csap¨®",1950/9/20 0:00:00,,"HUN"
3217,"Tai-Chuan","Chiang",1960/10/26 0:00:00,,"TPE"
3218,"Suk-Jae","Choi",1966/11/7 0:00:00,"Male","KOR"
3219,"Lugio","Ceccarini",1930/12/13 0:00:00,,"ITA"
3220,,"Careca II",1968/9/27 0:00:00,,"BRA"
3221,"Sin-Jo","Chong",1940/1/6 0:00:00,,"KOR"
3222,"Andr¨¦","Chilo",1898/7/5 0:00:00,,"FRA"
3223,"Jennifer","Chandler",1959/6/13 0:00:00,"Female","USA"
3224,"Yuliya","Chermoshanskaya",1986/1/6 0:00:00,"Female","RUS"
3225,"Fiona","Crawford",1977/2/21 0:00:00,"Female","AUS"
3226,"Nikolay","Chernetsky",1959/11/29 0:00:00,"Male","URS"
3227,"Szilveszter","Csollany",1970/4/13 0:00:00,,"HUN"
3228,"Nicole","Cooke",,"Female","GBR"
3229,"Diana","Clapham",1957/6/8 0:00:00,,"GBR"
3230,"Mirko","Corsano",1973/10/28 0:00:00,"Male","ITA"
3231,"Denys","Carnill",1926/3/11 0:00:00,"Male","GBR"
3232,"Pablo","Chacon",1975/5/22 0:00:00,,"ARG"
3233,"Steven","Coppola",1984/5/22 0:00:00,"Male","USA"
3234,"Kellog","Casey",1877/9/17 0:00:00,,"USA"
3235,"Henry","Carr",1942/11/27 0:00:00,"Male","USA"
3236,"Nicolas","Charbonnier",,"Male","FRA"
3237,"Diego","Confalonieri",1979/4/11 0:00:00,"Male","ITA"
3238,"John","Clay",1955/3/20 0:00:00,"Male","GBR"
3239,"Natalie","Cook",1975/1/19 0:00:00,"Female","AUS"
3240,"Ann","Curtis",1926/3/6 0:00:00,"Female","USA"
3241,"Cecilia","Colledge",1920/11/28 0:00:00,"Female","GBR"
3242,"Hildrun","Claus",1939/5/13 0:00:00,"Female","GDR"
3243,"Daniele","Crosta",1970/5/5 0:00:00,"Male","ITA"
3244,"Fr¨¦d¨¦ric","Cottier",1954/2/5 0:00:00,,"FRA"
3245,"Simeone","Cattalinich",1889/9/17 0:00:00,"Male","ITA"
3246,"Thora","Castenschiold",1882/2/1 0:00:00,"Female","DEN"
3247,"John","Condon",1889/2/28 0:00:00,,"GBR"
3248,"Anthony","Conroy",1895/10/19 0:00:00,,"USA"
3249,"Lars-G?ran","Carlsson",1949/7/24 0:00:00,,"SWE"
3250,"Zeno","Col¨°",1920/6/30 0:00:00,"Male","ITA"
3251,"Andreas","Cervin",1888/10/31 0:00:00,,"SWE"
3252,"Clement","Chukwu",1973/7/7 0:00:00,"Male","NGR"
3253,"Soon Kit","Cheah",1968/1/9 0:00:00,"Male","MAS"
3254,"Richard","Chelimo",1972/2/24 0:00:00,"Male","KEN"
3255,"Phyllis","Covell",1895/5/22 0:00:00,"Female","GBR"
3256,"Lu","Chunlong",,"Male","CHN"
3257,"Daniel","Carlisle",1955/12/14 0:00:00,,"USA"
3258,"Shalva","Chikhladze",,,"URS"
3259,"Valentin","Chernikov",1937/4/1 0:00:00,,"URS"
3260,"Hugh","Cunningham",,,"USA"
3261,"Fabrice","Colas",1964/7/21 0:00:00,"Male","FRA"
3262,"Derrick","Campbell",1972/2/18 0:00:00,"Male","CAN"
